title,location,price,bedrooms,bathrooms,toilets,property_type,url
Luxury Furnished Shared Apartment In 1004,"1004 Estate, Victoria Island (VI), Lagos","₦6,500,000 per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/victoria-island/3285992-luxury-furnished-shared-apartment-in-1004
4 Bedroom Detached House With 3 Rooms Bq,"Victoria Island (VI), Lagos","₦60,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3286137-4-bedroom-detached-house-with-3-rooms-bq
5 Bedroom Terrace Duplex With Ba,"Victoria Island (VI), Lagos","₦50,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3286327-5-bedroom-terrace-duplex-with-ba
Commercial Property,"Victoria Island (VI), Lagos","₦80,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3286570-commercial-property
Luxury 3 Bedroom Apartment Inside Decent Estate,"Victoria Island (VI), Lagos","₦18,000,000 per annum",3,3,4,3 bedroom terraced bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-bungalows/lagos/victoria-island/3286864-luxury-3-bedroom-apartment-inside-decent-estate
1006 Sqm High Class Office Towers,"Victoria Island (VI), Lagos","₦251,500,000 per annum",0,2,17,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3020300-1006-sqm-high-class-office-towers
Grade A Office  Complex 1000sqm,"Victoria Island (VI), Lagos","₦600,000 per annum",0,4,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3017249-grade-a-office-complex-1000sqm
Luxury Exquisites 3 Bedroom Apartments,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3284715-luxury-exquisites-3-bedroom-apartments
Luxury 3 Bedroom Apartment With Excellent Facility,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3284721-luxury-3-bedroom-apartment-with-excellent-facility
Luxury 1 Bedroom Apartment With Excellent Facility,"Victoria Island (VI), Lagos","₦11,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3284733-luxury-1-bedroom-apartment-with-excellent-facility
Serviced 3 Bedroom Apartment With Bq,"Azuri Towers, Eko Atlantic, Victoria Island (VI), Lagos","₦70,000,000 per annum",3,4,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3236595-serviced-3-bedroom-apartment-with-bq
Luxury 4 Bedroom Townhouse Terrace Duplex With Excellent Facility,"Victoria Island (VI), Lagos","₦50,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3284757-luxury-4-bedroom-townhouse-terrace-duplex-with-excellent-facility
A Fully Furnished 3 Bedroom Apartment,"Oniru Estate, Victoria Island (VI), Lagos","₦39,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3284761-a-fully-furnished-3-bedroom-apartment
185 Square Metres Office Space For Lease,"Louis Solomon, Off Ahmadu Bello Way, Victoria Island (VI), Lagos","₦130,000 per square meter / per annum",0,0,2,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3284944-185-square-metres-office-space-for-lease
Luxury 6 Bedroom Fully Detached Duplex,"Victoria Island (VI), Lagos","₦60,000,000 per annum",0,7,7,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3285016-luxury-6-bedroom-fully-detached-duplex
A Fully Serviced 1 Bedroom Apartment,"Victoria Island (VI), Lagos","₦12,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3243307-a-fully-serviced-1-bedroom-apartment
A Detached House  Available For Commercial Use,"Victoria Island (VI), Lagos","₦80,000,000 per annum",5,0,6,5 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3194013-a-detached-house-available-for-commercial-use
Well Maintained And Massive 3 Bedrooms Flat With Bq,"Dideolu Estate, Victoria Island (VI), Lagos","₦23,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3280606-well-maintained-and-massive-3-bedrooms-flat-with-bq
3 Bedrooom Apartment- Vi,"Victoria Island, Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3285367-3-bedrooom-apartment-vi
Premium Office Space,"Ligali Ayorinde, Victoria Island (VI), Lagos","₦180,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3258135-premium-office-space
4-bedroom Terrace House- Vi,"Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3285435-4-bedroom-terrace-house-vi
Luxury 2 Bedroom Flat With Bq,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3282570-luxury-2-bedroom-flat-with-bq
Luxury Fully Serviced 2 Bedroom Apartment Bq And Pool,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3282595-luxury-fully-serviced-2-bedroom-apartment-bq-and-pool
7 Bedrooms Detached Duplex With 2 Room Bq,"Victoria Island (VI), Lagos","₦70,000,000 per annum",7,7,8,7 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3282931-7-bedrooms-detached-duplex-with-2-room-bq
A 10 Bedroom House,"Adeola Odeku, Victoria Island (VI), Lagos","₦150,000,000 per annum",10,7,10,10 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3283185-a-10-bedroom-house
Exquisite 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3283315-exquisite-2-bedroom-apartment
Luxurious 3 Bedroom Flat +swimming Pool +bq With Excellent Facilities,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3283355-luxurious-3-bedroom-flat-swimming-pool-bq-with-excellent-facilities
Newly Built Exquisite 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3283353-newly-built-exquisite-2-bedroom-apartment
Luxury 3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3280906-luxury-3-bedroom-apartment
Spacious Shop Or Office Space,"Victoria Island (VI), Lagos","₦25,000,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3283557-spacious-shop-or-office-space
Luxury 3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦42,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3196828-luxury-3-bedroom-apartment
Shop Or Office Space,"Victoria Island (VI), Lagos","₦5,200,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3283562-shop-or-office-space
4bed Semi Detached + Bq,"Victoria Island (VI), Lagos","₦50,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3283816-4bed-semi-detached-bq
Unfurnished Expatriate Standard 2 Bedroom Flat,"Dideolu Estate, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2663506-unfurnished-expatriate-standard-2-bedroom-flat
3-bedroom Apartment,"T.f. Kobuye Road, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,3,4,3 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3284062-3-bedroom-apartment
Luxurious 3-bedroom Apartment With Study,"Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3279394-luxurious-3-bedroom-apartment-with-study
A Serviced & Lovely  3 Bedroom  Apartment With A Room Bq,"Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3243341-a-serviced-lovely-3-bedroom-apartment-with-a-room-bq
"Well-designed 4-bedroom Semi-detached Duplex With Bq, Gym & Swimming P","Victoria Island (VI), Lagos","₦50,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3280459-well-designed-4-bedroom-semi-detached-duplex-with-bq-gym-swimming-p
3-bedrooms Apartment With Bq And 24 Hrs Electricity In A Secure Estate,"Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3280478-3-bedrooms-apartment-with-bq-and-24-hrs-electricity-in-a-secure-estate
A Serviced Open Plan Office Space,"Victoria Island (VI), Lagos","₦110,000 per square meter / per annum",0,0,3,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/2702717-a-serviced-open-plan-office-space
Luxury 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦18,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3281012-luxury-2-bedroom-apartment
Fully Furnished 3 Bedroom Flat Without Bq,"Victoria Island (VI), Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3281292-fully-furnished-3-bedroom-flat-without-bq
Fully Furnished 2 Bedroom Apartment,"Blue Waters Apartments, Victoria Island (VI), Lagos","₦23,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3239931-fully-furnished-2-bedroom-apartment
Newly Built 2 Luxury Apartments,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3239632-newly-built-2-luxury-apartments
City View 1 Bedroom Luxuriously Fully Furnished Apartment,"Victoria Island (VI), Lagos","$20,000 per annum 
approx. ₦28,421,208",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3122069-city-view-1-bedroom-luxuriously-fully-furnished-apartment
Serviced 2-bedroom Flat Apartment,"Kofo Abayomi Street, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277435-serviced-2-bedroom-flat-apartment
Waterfront Office Space,"Ozumba Mbadiwe, Victoria Island (VI), Lagos","$500 per square meter / per annum 
approx. ₦710,530",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3277458-waterfront-office-space
Fully Furnished 3 Bedroom Flat With 1 Room Bq,"Victoria Island (VI), Lagos","₦4,000,000 per month",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277472-fully-furnished-3-bedroom-flat-with-1-room-bq
Serviced Block Of Flats In A Serene Environment,"Dideolu Estate, Victoria Island (VI), Lagos","₦30,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277542-serviced-block-of-flats-in-a-serene-environment
Semi Furnished 3 Bedroom Apartment With Gym Snooker Board Table Tennis,"Victoria Island (VI), Lagos","₦18,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277600-semi-furnished-3-bedroom-apartment-with-gym-snooker-board-table-tennis
2bedroom Apartment,"Dideolu Estate, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277656-2bedroom-apartment
Luxury Fully Furnished 3 Bedroom Flat With Bq,"Eko Atlantic, Victoria Island (VI), Lagos","$70,000 per annum 
approx. ₦99,474,226",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277811-luxury-fully-furnished-3-bedroom-flat-with-bq
41 Units Of Three Bedrooms Apartments,"Victoria Island (VI), Lagos","$23,000 per annum 
approx. ₦32,684,389",3,4,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3277853-41-units-of-three-bedrooms-apartments
3 Bedroom Flat With Bq Available,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3228538-3-bedroom-flat-with-bq-available
Luxury Fully-serviced 2-bedroom Apartment,"Off Akin Adesola, Victoria Island (VI), Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3274744-luxury-fully-serviced-2-bedroom-apartment
Luxury Furnished 3 Bedroom Apartment,"1004 Estate, Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3103894-luxury-furnished-3-bedroom-apartment
Furnished 3 Bedrooms Maisonette House,"1004, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/3278476-furnished-3-bedrooms-maisonette-house
A Brand New Fully Serviced 2 And 3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3278145-a-brand-new-fully-serviced-2-and-3-bedroom-apartment
"4-bedroom Semi-detached Duplex With Gym, Swimming Pool, And Bq","Victoria Island (VI), Lagos","₦50,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3278673-4-bedroom-semi-detached-duplex-with-gym-swimming-pool-and-bq
4-bedroom Apartments,"Victoria Island (VI), Lagos","₦200,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3278979-4-bedroom-apartments
Well Renovated Spacious Self Compound And Self Service 3 Bedroom Flat,"Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3247096-well-renovated-spacious-self-compound-and-self-service-3-bedroom-flat
"Well Furnished 3 Bedroom Apartment With A Pool, Gym And Good Finishing","Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3184865-well-furnished-3-bedroom-apartment-with-a-pool-gym-and-good-finishing
Premium & Furnished 3 Bedroom Apartment + Bq+ Pool,"Banana Island, Ikoyi, Lagos","₦52,999,999 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3189945-premium-furnished-3-bedroom-apartment-bq-pool
Fully Serviced And  Furnished 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3190363-fully-serviced-and-furnished-3-bedroom-apartment
"Waterview Furnished 3 Bedroom Apartment + Swimming Pool, Gym","Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3193509-waterview-furnished-3-bedroom-apartment-swimming-pool-gym
Fully Furnished And Service 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3171332-fully-furnished-and-service-3-bedroom-apartment
Serviced 3-bedroom Terrace With Waterfront,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3195118-serviced-3-bedroom-terrace-with-waterfront
Fully Furnished 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3196778-fully-furnished-3-bedroom-apartment
Unfinished 1 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦17,000,000 per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3197650-unfinished-1-bedroom-apartment
3 Bedroom Terrace & Bq,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3197655-3-bedroom-terrace-bq
Fully Furnished Two Bedroom Apartment Available,"Banana Island, Ikoyi, Lagos","₦39,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3204360-fully-furnished-two-bedroom-apartment-available
3 Bedeoom Flat With Swimming Pool And Gym,"Banana Island Road, Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,0,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3205017-3-bedeoom-flat-with-swimming-pool-and-gym
Fully Furnished 3 Bedroom Apartment Sea View,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3205385-fully-furnished-3-bedroom-apartment-sea-view
3 Bedroom Apartment,"Mojisola Estate, Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3206373-3-bedroom-apartment
"Waterfront 3 Bedroom Flat With Pool,gym","Off Banana Island Road, Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3210555-waterfront-3-bedroom-flat-with-poolgym
A Newly Renovated 5 Bedroom Maisonette,"Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",5,5,6,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3189779-a-newly-renovated-5-bedroom-maisonette
Serviced  Flat With Pool,"Banana Island, Ikoyi, Lagos","₦18,000,000 per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ikoyi/banana-island/3193151-serviced-flat-with-pool
Exquisite 4 Bedroom Semi Detached Duplex,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3192643-exquisite-4-bedroom-semi-detached-duplex
Luxury 5 Bedroom Terrace House +bq+pool,"Banana Island, Ikoyi, Lagos","₦44,900,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3190019-luxury-5-bedroom-terrace-house-bqpool
3-bedroom Terrace Apartment,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3199860-3-bedroom-terrace-apartment
Furnished 3 Bedroom Terrace Duplex,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3205319-furnished-3-bedroom-terrace-duplex
Luxurious 1 Bedroom Studio Apartment In A Lovely Complex,"3rd Avenue In The Estate, Banana Island, Ikoyi, Lagos","₦15,000,000 per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3300096-luxurious-1-bedroom-studio-apartment-in-a-lovely-complex
Furnished 2 Bedroom Apartments,"Banana Island, Ikoyi, Lagos","₦28,000,000 per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3301672-furnished-2-bedroom-apartments
Lagoon View Flat,"Bella Vista, Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3303092-lagoon-view-flat
Furnished Waterfront 3-bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3304163-furnished-waterfront-3-bedroom-apartment
Luxury 4-bedroom Service Apartment On A Middle Floor And Top Floor,"Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3168857-luxury-4-bedroom-service-apartment-on-a-middle-floor-and-top-floor
Luxury 5 Bedrooms Masonite With Bq,"Banana Island, Ikoyi, Lagos","₦140,000,000 per annum",5,5,6,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3174594-luxury-5-bedrooms-masonite-with-bq
"Fully Furnished 3 Bedroom Apartment + Bq, Swimming Pool, Gym","Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3179972-fully-furnished-3-bedroom-apartment-bq-swimming-pool-gym
Luxury 4-bedroom Penthouse With Bq,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,5,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3183454-luxury-4-bedroom-penthouse-with-bq
Self-service Furnished 3-bedroom Terrace,"Banana Island, Ikoyi, Lagos","₦38,000,000 per annum",3,0,0,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3174912-self-service-furnished-3-bedroom-terrace
Spacious 5-bedroom Maisonette,"Banana Island, Ikoyi, Lagos","₦140,000,000 per annum",5,0,0,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3174937-spacious-5-bedroom-maisonette
4 Bedroom Fully Detached Duplex With Bq,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",4,5,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3175115-4-bedroom-fully-detached-duplex-with-bq
Luxurious 4 Bedroom Penthouse + Bq With Excellent Facilities,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3176449-luxurious-4-bedroom-penthouse-bq-with-excellent-facilities
Luxury Furnished And Serviced 1 Bedroom Flat,"Banana Island, Ikoyi, Lagos","₦20,000,000 per annum",1,0,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/banana-island/3174921-luxury-furnished-and-serviced-1-bedroom-flat
"Fully Furnished Mini Flat + Swimming Pool, Gym","Banana Island, Ikoyi, Lagos","₦20,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/banana-island/3180807-fully-furnished-mini-flat-swimming-pool-gym
Serviced 4 Bedroom Semi Detached Detached House With 2 Rooms Bq,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3175470-serviced-4-bedroom-semi-detached-detached-house-with-2-rooms-bq
3 Bedroom Apartments With Bq,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,4,4,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3184620-3-bedroom-apartments-with-bq
"5,000sqm Land For Commercial Purpose","Banana Island, Ikoyi, Lagos","₦100,000,000 per annum",0,0,0,Hall for rent,https://nigeriapropertycentre.com/for-rent/event-centre-venue/halls/lagos/ikoyi/banana-island/2886898-5000sqm-land-for-commercial-purpose
Tastefully Finished 5 Units Of 4 Bedroom Terraced Apartments,"Banana Island, Ikoyi, Lagos","₦75,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3300650-tastefully-finished-5-units-of-4-bedroom-terraced-apartments
